code,next operator,reasons,استان,شهر,speed,churn,CSCalls,SalesCalls,namava,shoteltalk,casper,Android Security,VocNo,195No
41661474,استفاده ای ندارند,افت سرعت/قطعی سرویس,تهران,تهران,8192,0,7,3,0,0,0,0,0,0
41661471,استفاده ای ندارند,افت سرعت/قطعی سرویس,تهران,تهران,8192,0,1,6,0,0,0,0,0,0
41661457,استفاده ای ندارند,افت سرعت/قطعی سرویس,تهران,تهران,512,0,7,6,0,0,0,0,0,0
41661447,استفاده ای ندارند,افت سرعت/قطعی سرویس,آذربایجان شرقی,تبریز,512,0,5,4,0,0,0,0,0,0
41661306,آسیاتک,افت سرعت/قطعی سرویس,آذربایجان شرقی,تبریز,512,0,1,4,0,0,1,0,0,0
41661243,آسیاتک,افت سرعت/قطعی سرویس,البرز,کرج,8192,0,5,4,0,0,0,0,0,0
41661210,آسیاتک,افت سرعت/قطعی سرویس,البرز,کرج,512,0,2,6,0,0,1,0,0,0
41661120,پارس آنلاین,افت سرعت/قطعی سرویس,تهران,تهران,16384,0,4,3,0,0,0,0,0,0
41661084,پارس آنلاین,افت سرعت/قطعی سرویس,تهران,تهران,512,0,5,4,0,0,0,0,0,0
41660965,پیشگامان,افت سرعت/قطعی سرویس,اصفهان,اصفهان,512,0,4,7,0,0,1,0,0,0
41660959,سایر,افت سرعت/قطعی سرویس,اصفهان,اصفهان,512,0,2,4,0,0,0,0,0,0
41660944,سایر,افت سرعت/قطعی سرویس,تهران,تهران,512,0,3,5,0,0,1,0,0,0
41660942,مبین نت,افت سرعت/قطعی سرویس,تهران,تهران,1024,0,1,5,0,0,1,0,0,0
41660901,مخابرات,افت سرعت/قطعی سرویس,البرز,کرج,512,0,1,7,0,0,0,0,0,0
41660888,های وب,افت سرعت/قطعی سرویس,تهران,تهران,8192,0,3,7,0,0,0,0,0,0
41660869,همراه اول,افت سرعت/قطعی سرویس,تهران,تهران,16384,0,3,3,0,0,0,0,0,0
41660798,همراه اول,افت سرعت/قطعی سرویس,تهران,تهران,1024,0,4,14,0,0,0,0,0,0
41660791,استفاده ای ندارند,جابجایی,تهران,تهران,8192,0,3,4,0,0,0,0,0,0
41659749,استفاده ای ندارند,جابجایی,البرز,کرج,512,0,5,4,0,0,0,0,0,0
41659740,استفاده ای ندارند,جابجایی,تهران,تهران,8192,0,1,5,0,0,0,0,0,0
41659722,استفاده ای ندارند,جابجایی,اصفهان,اصفهان,8192,0,2,6,0,0,0,0,0,0
41659663,استفاده ای ندارند,جابجایی,آذربایجان شرقی,تبریز,512,0,2,6,0,0,0,0,0,0
41659652,استفاده ای ندارند,جابجایی,تهران,تهران,512,0,1,6,0,0,0,0,0,0
41659643,استفاده ای ندارند,جابجایی,آذربایجان شرقی,تبریز,8192,0,2,8,0,0,0,0,0,0
41659635,استفاده ای ندارند,جابجایی,آذربایجان شرقی,تبریز,4096,0,2,12,0,0,0,0,0,0
41659602,استفاده ای ندارند,جابجایی,تهران,تهران,2048,0,1,3,0,0,0,0,0,0
41659583,ایرانسل,جابجایی,تهران,تهران,8192,0,3,7,0,0,0,0,1,0
41659566,شاتل موبایل,جابجایی,تهران,تهران,512,0,1,4,0,0,1,0,0,0
41659550,همراه اول,جابجایی,تهران,تهران,512,0,3,4,0,0,0,0,0,0
41659530,همراه اول,جابجایی,تهران,تهران,512,0,3,10,0,0,1,0,0,0
41659525,پارس آنلاین,دریافت سرویس از سایر شرکت ها,تهران,تهران,8192,0,1,8,0,0,0,0,0,0
41659518,پارس آنلاین,دریافت سرویس از سایر شرکت ها,تهران,تهران,4096,0,3,8,0,0,0,1,0,0
41659494,سایر,دریافت سرویس از سایر شرکت ها,البرز,کرج,512,0,6,7,0,0,0,0,0,0
41659481,مخابرات,دریافت سرویس از سایر شرکت ها,تهران,تهران,512,0,4,6,0,0,0,0,0,0
41659438,پارس آنلاین,دلیل خاصی ندارد,اصفهان,اصفهان,512,0,4,5,0,0,0,0,0,0
41658405,استفاده ای ندارند,عدم استفاده از سرویس,تهران,تهران,512,0,4,4,0,0,0,0,0,0
41658402,استفاده ای ندارند,عدم استفاده از سرویس,آذربایجان شرقی,تبریز,1024,0,1,5,0,0,1,0,0,0
41658398,استفاده ای ندارند,عدم استفاده از سرویس,آذربایجان شرقی,تبریز,3072,0,0,7,0,0,0,0,0,0
41658395,استفاده ای ندارند,عدم استفاده از سرویس,اصفهان,اصفهان,512,0,8,7,0,0,0,0,0,0
41658372,استفاده ای ندارند,عدم استفاده از سرویس,البرز,کرج,2048,0,8,7,0,0,0,0,0,0
41657317,استفاده ای ندارند,عدم مهلت پرداخت بیشتر برای تمدید مجدد سرویس,آذربایجان شرقی,تبریز,512,0,2,6,0,0,0,0,0,0
41657303,سایر,عدم مهلت پرداخت بیشتر برای تمدید مجدد سرویس,اصفهان,اصفهان,512,0,2,7,0,0,0,0,0,0
41657292,استفاده ای ندارند,مشکل خط,البرز,کرج,1024,0,1,9,0,0,0,0,0,0
41657290,آسیاتک,مشکل خط,تهران,تهران,8192,0,3,6,0,0,0,0,0,0
41657275,سایر,مشکل خط,تهران,تهران,16384,0,6,6,0,0,0,0,0,0
41657220,مبین نت,مشکل خط,تهران,تهران,512,0,1,8,0,0,0,0,0,0
41657213,مبین نت,مشکل خط,تهران,تهران,512,0,1,5,0,0,0,0,0,0
41657212,مخابرات,مشکل خط,تهران,تهران,4096,0,2,12,0,0,0,0,0,0
41657210,همراه اول,مشکل خط,البرز,کرج,512,0,2,4,0,0,0,0,0,0
41657208,استفاده ای ندارند,مشکلات فنی,البرز,کرج,1024,0,5,6,0,0,1,0,0,0
41657188,استفاده ای ندارند,مشکلات فنی,تهران,تهران,3072,0,2,8,0,0,0,0,0,0
41657165,های وب,مشکلات فنی,تهران,تهران,8192,0,3,6,0,0,0,0,0,0
41657101,همراه اول,مشکلات فنی,البرز,کرج,512,0,1,4,0,0,0,0,0,0
41657093,استفاده ای ندارند,نارضایتی از تعرفه‌های جدید,تهران,تهران,8192,0,4,3,0,0,0,0,0,0
41657086,آسیاتک,نارضایتی از تعرفه‌های جدید,البرز,کرج,4096,0,1,4,0,0,0,0,0,0
41657076,آسیاتک,نارضایتی از تعرفه‌های جدید,البرز,کرج,8192,0,1,4,0,0,0,0,0,0
41657058,مخابرات,نارضایتی از تعرفه‌های جدید,تهران,تهران,8192,0,1,6,0,0,0,0,0,0
41657050,استفاده ای ندارند,نارضایتی از نحوه برخورد و پیگیری نمایندگی/حوزه فروش,تهران,تهران,512,0,6,4,0,0,0,0,0,0
41657040,استفاده ای ندارند,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,8192,0,3,18,0,0,0,0,0,0
41657012,استفاده ای ندارند,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,8192,0,1,8,0,0,0,0,0,0
41657003,ایرانسل,هزینه سرویس نسبت به سایر رقبا,آذربایجان شرقی,تبریز,512,0,2,4,0,0,0,0,0,0
41656990,آسیاتک,هزینه سرویس نسبت به سایر رقبا,البرز,کرج,16384,0,5,6,0,0,0,0,0,0
41656979,آسیاتک,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,512,0,8,5,0,0,0,0,0,0
41656975,آسیاتک,هزینه سرویس نسبت به سایر رقبا,آذربایجان شرقی,تبریز,512,0,1,6,0,0,0,0,0,0
41656969,پارس آنلاین,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,1024,0,1,7,0,0,0,0,0,0
41656959,پارس آنلاین,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,1024,0,2,7,0,0,0,0,0,0
41656955,پارس آنلاین,هزینه سرویس نسبت به سایر رقبا,اصفهان,اصفهان,512,0,2,5,0,0,0,0,0,0
41656940,مخابرات,هزینه سرویس نسبت به سایر رقبا,تهران,تهران,8192,0,1,7,0,0,0,0,0,0
41656936,مخابرات,هزینه سرویس نسبت به سایر رقبا,آذربایجان شرقی,تبریز,512,0,1,6,0,0,0,0,0,0
41656934,مخابرات,هزینه سرویس نسبت به سایر رقبا,اصفهان,اصفهان,8192,0,1,4,0,1,0,0,0,0
41656925,#N/A,#N/A,اصفهان,اصفهان,512,0,5,5,0,0,0,0,0,0
41656861,#N/A,#N/A,تهران,تهران,512,0,2,5,0,0,0,0,0,0
41656859,#N/A,#N/A,اصفهان,اصفهان,8192,0,1,5,0,0,0,0,0,0
41656833,#N/A,#N/A,اصفهان,اصفهان,512,0,2,3,0,0,0,0,0,0
41656785,#N/A,#N/A,تهران,تهران,16384,0,3,4,0,0,0,0,0,0
41656780,#N/A,#N/A,تهران,تهران,2048,0,3,3,0,0,0,0,0,0
41656776,#N/A,#N/A,تهران,تهران,512,0,2,3,0,0,0,0,0,0
41656760,#N/A,#N/A,تهران,تهران,8192,0,1,4,0,0,0,0,0,0
41656752,#N/A,#N/A,تهران,تهران,4096,0,1,3,0,0,0,0,0,0
41656739,#N/A,#N/A,البرز,کرج,512,0,2,5,0,0,1,0,0,0
41656737,#N/A,#N/A,تهران,تهران,1024,0,1,3,0,0,0,0,0,0
41656716,#N/A,#N/A,تهران,تهران,512,0,1,7,0,0,1,0,0,0
41656709,#N/A,#N/A,تهران,تهران,16384,0,1,6,0,0,0,0,0,0
41656707,#N/A,#N/A,تهران,تهران,512,0,3,3,0,0,0,0,0,0
41656690,#N/A,#N/A,تهران,تهران,8192,0,1,8,0,0,0,0,0,0
41656685,#N/A,#N/A,البرز,کرج,512,0,4,5,0,0,0,0,0,0
41656660,#N/A,#N/A,آذربایجان شرقی,تبریز,4096,0,3,5,0,0,0,0,0,0
41656626,#N/A,#N/A,آذربایجان شرقی,تبریز,1024,0,4,6,0,0,0,0,0,0
41656621,#N/A,#N/A,تهران,تهران,8192,0,5,5,0,0,0,0,0,0
41656619,#N/A,#N/A,تهران,تهران,2048,0,3,18,0,0,0,0,0,0
41656609,#N/A,#N/A,البرز,کرج,512,0,1,6,0,0,0,0,0,0
41656593,#N/A,#N/A,البرز,کرج,16384,0,6,8,0,0,0,0,0,0
41656590,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,1,10,0,0,0,0,0,0
41656588,#N/A,#N/A,تهران,تهران,8192,0,1,5,0,0,0,0,0,0
41656566,#N/A,#N/A,تهران,تهران,1024,0,2,6,0,0,0,0,0,0
41656561,#N/A,#N/A,اصفهان,اصفهان,512,0,1,7,0,0,0,0,0,0
41656555,#N/A,#N/A,تهران,تهران,1024,0,1,9,0,0,0,0,0,0
41656550,#N/A,#N/A,تهران,تهران,1024,0,1,7,0,0,0,0,0,0
41656548,#N/A,#N/A,آذربایجان شرقی,تبریز,512,0,2,5,0,0,1,1,0,0
41656547,#N/A,#N/A,البرز,کرج,512,0,3,13,0,0,0,0,0,0
41656537,#N/A,#N/A,تهران,تهران,512,0,6,5,0,0,0,0,0,0
41656533,#N/A,#N/A,تهران,تهران,1024,0,1,5,0,0,0,0,0,0
41656508,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,2,4,0,0,0,0,0,0
41656497,#N/A,#N/A,اصفهان,اصفهان,512,0,1,6,0,0,0,0,0,0
41656476,#N/A,#N/A,تهران,تهران,512,0,5,6,0,0,0,0,0,0
41656469,#N/A,#N/A,تهران,تهران,16384,0,3,7,0,0,0,0,0,0
41656454,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,9,8,0,0,0,0,0,0
41656453,#N/A,#N/A,تهران,تهران,4096,0,2,8,0,0,0,0,0,0
41656447,#N/A,#N/A,تهران,تهران,512,0,2,9,0,0,1,0,0,0
41656442,#N/A,#N/A,البرز,کرج,512,0,5,4,0,0,0,0,0,0
41656422,#N/A,#N/A,تهران,تهران,8192,0,2,7,0,0,0,0,0,0
41656417,#N/A,#N/A,اصفهان,اصفهان,8192,0,1,4,0,0,0,0,0,0
41656411,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,2,4,0,0,0,0,0,0
41656410,#N/A,#N/A,تهران,تهران,4096,0,1,6,0,0,0,0,0,0
41656377,#N/A,#N/A,تهران,تهران,512,0,5,4,0,0,1,0,0,0
41656360,#N/A,#N/A,تهران,تهران,8192,0,3,5,0,0,0,0,0,0
41656357,#N/A,#N/A,تهران,تهران,4096,0,3,8,0,0,0,0,0,0
41656333,#N/A,#N/A,تهران,تهران,4096,0,3,7,0,0,0,0,0,0
41656323,#N/A,#N/A,اصفهان,اصفهان,16384,0,3,3,0,0,0,0,0,0
41656321,#N/A,#N/A,البرز,کرج,2048,0,4,11,0,0,0,0,0,0
41656317,#N/A,#N/A,اصفهان,اصفهان,8192,0,3,8,0,0,0,0,0,0
41656309,#N/A,#N/A,تهران,تهران,4096,0,2,6,0,0,0,0,0,0
41656293,#N/A,#N/A,تهران,تهران,4096,0,2,10,0,0,0,0,0,0
41656283,#N/A,#N/A,تهران,تهران,1024,0,1,4,0,0,0,0,0,0
41656274,#N/A,#N/A,تهران,تهران,8192,0,3,8,0,0,0,0,0,0
41656263,#N/A,#N/A,تهران,تهران,4096,0,2,5,0,0,0,0,0,0
41656255,#N/A,#N/A,اصفهان,اصفهان,512,0,3,8,0,0,0,0,0,0
41656252,#N/A,#N/A,تهران,تهران,512,0,8,8,0,0,0,0,0,0
41656248,#N/A,#N/A,تهران,تهران,4096,0,1,5,0,0,0,0,0,0
41656207,#N/A,#N/A,تهران,تهران,8192,0,2,4,0,0,0,0,0,0
41656206,#N/A,#N/A,البرز,کرج,8192,0,2,6,0,0,0,0,0,0
41656204,#N/A,#N/A,تهران,تهران,512,0,1,4,0,0,0,0,0,0
41656203,#N/A,#N/A,تهران,تهران,16384,0,1,5,0,0,0,0,0,0
41656201,#N/A,#N/A,تهران,تهران,512,0,2,7,0,0,1,1,0,0
41656187,#N/A,#N/A,تهران,تهران,8192,0,2,7,0,0,0,0,0,0
41656179,#N/A,#N/A,البرز,کرج,2048,0,2,4,0,0,0,0,0,0
41656169,#N/A,#N/A,تهران,تهران,8192,0,1,6,0,0,0,0,0,0
41656152,#N/A,#N/A,تهران,تهران,512,0,1,5,0,0,1,0,0,0
41656151,#N/A,#N/A,تهران,تهران,4096,0,1,10,0,0,0,0,0,0
41656150,#N/A,#N/A,تهران,تهران,512,0,10,5,0,0,0,0,0,0
41656148,#N/A,#N/A,تهران,تهران,512,0,6,6,0,0,0,0,0,0
41656139,#N/A,#N/A,تهران,تهران,1024,0,1,7,0,0,0,0,0,0
41656137,#N/A,#N/A,تهران,تهران,1024,0,1,6,0,0,1,0,0,0
41656135,#N/A,#N/A,اصفهان,اصفهان,8192,0,7,3,0,0,0,0,0,0
41656133,#N/A,#N/A,تهران,تهران,8192,0,1,6,0,0,0,0,0,0
41656113,#N/A,#N/A,تهران,تهران,512,0,3,5,0,0,0,0,0,0
41656089,#N/A,#N/A,تهران,تهران,512,0,4,5,0,0,0,0,0,0
41656077,#N/A,#N/A,تهران,تهران,1024,0,1,11,0,0,0,0,0,0
41656047,#N/A,#N/A,البرز,کرج,512,0,2,5,0,0,0,0,0,0
41656038,#N/A,#N/A,تهران,تهران,512,0,1,5,0,0,0,0,0,0
41656007,#N/A,#N/A,اصفهان,اصفهان,512,0,1,5,0,0,0,0,0,0
41655990,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,2,7,0,0,1,0,0,0
41655988,#N/A,#N/A,تهران,تهران,8192,0,1,12,0,0,0,0,0,0
41655971,#N/A,#N/A,تهران,تهران,1024,0,4,10,0,0,0,0,0,0
41655970,#N/A,#N/A,تهران,تهران,8192,0,2,4,0,0,0,0,0,0
41655962,#N/A,#N/A,تهران,تهران,8192,0,1,8,0,0,0,0,0,0
41655956,#N/A,#N/A,تهران,تهران,1024,0,1,16,0,0,0,0,0,0
41655949,#N/A,#N/A,تهران,تهران,8192,0,2,5,0,0,0,0,0,0
41655948,#N/A,#N/A,تهران,تهران,512,0,1,4,0,0,0,0,0,0
41655947,#N/A,#N/A,اصفهان,اصفهان,8192,0,2,4,0,0,0,0,0,0
41655939,#N/A,#N/A,البرز,کرج,512,0,2,7,0,0,0,0,0,0
41655926,#N/A,#N/A,تهران,تهران,512,0,1,5,0,0,0,0,0,0
41655910,#N/A,#N/A,تهران,تهران,1024,0,2,11,0,0,0,0,0,0
41655890,#N/A,#N/A,تهران,تهران,4096,0,5,3,0,0,0,0,0,0
41655884,#N/A,#N/A,تهران,تهران,512,0,2,4,0,0,0,0,0,0
41655883,#N/A,#N/A,تهران,تهران,1024,0,3,7,0,0,0,0,0,0
41655879,#N/A,#N/A,آذربایجان شرقی,تبریز,1024,0,2,4,0,0,0,0,0,0
41655857,#N/A,#N/A,تهران,تهران,512,0,3,4,0,0,0,0,0,0
41655852,#N/A,#N/A,تهران,تهران,8192,0,3,4,0,0,0,0,0,0
41655844,#N/A,#N/A,تهران,تهران,512,0,1,7,0,0,0,0,0,0
41655841,#N/A,#N/A,البرز,کرج,3072,0,5,7,0,0,0,0,0,0
41655828,#N/A,#N/A,تهران,تهران,512,0,1,5,0,0,0,0,0,0
41655827,#N/A,#N/A,تهران,تهران,512,0,1,10,0,0,0,0,0,0
41655792,#N/A,#N/A,تهران,تهران,2048,0,2,8,0,0,0,0,0,0
41655783,#N/A,#N/A,البرز,کرج,8192,0,1,12,0,0,0,0,0,0
41655777,#N/A,#N/A,تهران,تهران,1024,0,2,4,0,0,0,0,0,0
41655758,#N/A,#N/A,تهران,تهران,1024,0,1,15,0,0,0,0,0,0
41655757,#N/A,#N/A,تهران,تهران,512,0,2,4,0,0,0,0,0,0
41655750,#N/A,#N/A,تهران,تهران,512,0,2,2,0,0,0,0,0,0
41655746,#N/A,#N/A,تهران,تهران,16384,0,13,12,0,0,0,0,0,0
41655719,#N/A,#N/A,تهران,تهران,512,0,2,6,0,0,0,0,0,0
41655718,#N/A,#N/A,اصفهان,اصفهان,16384,0,10,5,0,0,0,0,0,0
41655716,#N/A,#N/A,تهران,تهران,8192,0,1,6,0,0,0,0,0,0
41655698,#N/A,#N/A,تهران,تهران,512,0,1,4,0,0,0,0,0,0
41655696,#N/A,#N/A,آذربایجان شرقی,تبریز,2048,0,4,4,0,0,0,0,0,0
41655692,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,1,4,0,0,0,0,0,0
41655687,#N/A,#N/A,تهران,تهران,512,0,3,5,0,0,1,0,0,0
41655683,#N/A,#N/A,اصفهان,اصفهان,1024,0,2,6,0,0,0,0,0,0
41655678,#N/A,#N/A,تهران,تهران,8192,0,2,9,0,0,0,0,0,0
41655677,#N/A,#N/A,تهران,تهران,512,0,4,3,0,0,0,0,0,0
41655661,#N/A,#N/A,تهران,تهران,512,0,4,4,0,0,0,0,0,0
41655647,#N/A,#N/A,آذربایجان شرقی,تبریز,1024,0,5,5,0,0,0,0,0,0
41655645,#N/A,#N/A,البرز,کرج,512,0,2,16,0,0,0,0,0,0
41655632,#N/A,#N/A,تهران,تهران,4096,0,1,9,0,0,0,0,0,0
41655625,#N/A,#N/A,آذربایجان شرقی,تبریز,16384,0,2,13,0,0,0,0,0,0
41655618,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,1,3,0,0,0,0,0,0
41655615,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,1,7,0,0,0,0,0,0
41655613,#N/A,#N/A,تهران,تهران,512,0,4,5,0,0,1,0,0,0
41655612,#N/A,#N/A,اصفهان,اصفهان,512,0,5,3,0,0,0,0,0,0
41655608,#N/A,#N/A,البرز,کرج,8192,0,3,8,0,0,0,0,0,0
41655607,#N/A,#N/A,البرز,کرج,512,0,1,8,0,0,0,0,0,0
41655603,#N/A,#N/A,تهران,تهران,512,0,2,7,0,0,0,0,0,0
41655584,#N/A,#N/A,تهران,تهران,512,0,2,9,0,0,0,0,0,0
41655571,#N/A,#N/A,تهران,تهران,4096,0,3,15,0,0,0,0,0,0
41655567,#N/A,#N/A,تهران,تهران,4096,0,2,3,0,0,0,0,0,0
41655553,#N/A,#N/A,تهران,تهران,512,0,2,7,0,0,0,0,0,0
41655546,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,3,7,0,0,0,0,0,0
41655544,#N/A,#N/A,اصفهان,اصفهان,8192,0,1,10,0,0,0,0,0,0
41655542,#N/A,#N/A,تهران,تهران,16384,0,2,15,0,0,0,0,0,0
41655537,#N/A,#N/A,تهران,تهران,512,0,2,10,0,0,0,0,0,0
41655525,#N/A,#N/A,تهران,تهران,8192,0,1,10,0,0,0,0,0,0
41655522,#N/A,#N/A,البرز,کرج,512,0,3,7,0,0,0,0,0,0
41655518,#N/A,#N/A,تهران,تهران,512,0,3,5,0,0,0,0,0,0
41655515,#N/A,#N/A,تهران,تهران,4096,0,1,5,0,0,0,0,0,0
41655511,#N/A,#N/A,تهران,تهران,512,0,4,10,0,0,1,1,0,0
41655507,#N/A,#N/A,تهران,تهران,16384,0,4,10,0,0,0,0,0,0
41655496,#N/A,#N/A,البرز,کرج,512,0,3,7,0,0,0,0,0,0
41655495,#N/A,#N/A,تهران,تهران,512,0,1,7,0,0,1,0,0,0
41655492,#N/A,#N/A,تهران,تهران,512,0,2,8,0,0,0,0,0,0
41655485,#N/A,#N/A,تهران,تهران,512,0,2,9,0,0,0,0,0,0
41655480,#N/A,#N/A,آذربایجان شرقی,تبریز,8192,0,1,3,0,0,0,0,0,0
41655476,#N/A,#N/A,تهران,تهران,8192,0,2,8,0,0,0,0,0,0
41655461,#N/A,#N/A,تهران,تهران,8192,0,2,14,0,0,0,0,0,0
41655459,#N/A,#N/A,البرز,کرج,512,0,2,8,0,0,0,0,0,0
41655451,#N/A,#N/A,تهران,تهران,512,0,0,5,0,0,1,0,0,0
41655450,#N/A,#N/A,اصفهان,اصفهان,512,0,1,5,0,0,1,0,0,0
